顺位,用时,开始时间,牌普,一号玩家,一位得点,二号玩家,二位得点,三号玩家,三位得点,四号玩家,四位得点
4位,19,2024-02-09 14:27:00,http://tenhou.net/0/?log=2024020915gm-00a9-0000-617e34f0,15.15cm,42.9,Cleth,11.8,！ぼたもち！,-20.2,凍魚凍魚,-34.5
4位,21,2024-02-09 14:48:00,http://tenhou.net/0/?log=2024020915gm-00a9-0000-93d235da,15.15cm,51.7,！ぼたもち！,9.8,taiwanco,-16.9,こに,-44.6
4位,14,2024-02-09 15:14:00,http://tenhou.net/0/?log=2024020916gm-00a9-0000-57148875,神の右席,52.8,！ぼたもち！,12.3,あはも,-11.5,KONOSIRO,-53.6
4位,30,2024-02-09 15:29:00,http://tenhou.net/0/?log=2024020916gm-00a9-0000-69dee10f,あはも,42.7,！ぼたもち！,10.0,20030719,-11.2,KONOSIRO,-41.5
4位,16,2024-02-09 16:00:00,http://tenhou.net/0/?log=2024020917gm-00a9-0000-2ec00817,ひぐち,54.3,！ぼたもち！,13.9,asada12,-17.6,KONOSIRO,-50.6
4位,28,2024-02-09 16:38:00,http://tenhou.net/0/?log=2024020917gm-00a9-0000-acf50d53,Cr7,47.2,小豆梓,11.2,！ぼたもち！,-11.7,さきお。,-46.7
4位,41,2024-02-09 17:36:00,http://tenhou.net/0/?log=2024020918gm-00a9-0000-3c258c51,！ぼたもち！,67.9,カオスが極まる,-4.0,運がない人,-24.2,ワタシが飛んだ日,-39.7
4位,32,2024-02-09 19:11:00,http://tenhou.net/0/?log=2024020920gm-00a9-0000-b052c768,ゼンツマシーン,56.2,！ぼたもち！,3.7,xo雀,-23.8,20030719,-36.1
4位,29,2024-02-09 19:51:00,http://tenhou.net/0/?log=2024020920gm-00a9-0000-40ed7e9d,！ぼたもち！,46.1,とろろそば,7.8,Sierra,-16.9,マスタービール,-37.0
4位,22,2024-02-09 21:12:00,http://tenhou.net/0/?log=2024020922gm-00a9-0000-efffbb6c,CLAVION,55.0,二階堂真紅ちゃん,3.0,！ぼたもち！,-21.7,カルピスサワー,-36.3
4位,35,2024-02-09 21:48:00,http://tenhou.net/0/?log=2024020922gm-00a9-0000-b5a94315,akaiki,64.0,！ぼたもち！,-0.2,PuRe,-21.6,OSC777,-42.2
4位,31,2024-02-10 10:30:00,http://tenhou.net/0/?log=2024021011gm-00a9-0000-d70eea7e,オフショアガール,53.3,ham_U_,18.0,日陰さん,-20.6,！ぼたもち！,-50.7
4位,25,2024-02-10 19:27:00,http://tenhou.net/0/?log=2024021020gm-00a9-0000-9ce1df12,ダフトパンツ,48.3,純潔ピラニア,8.6,九紋龍史進,-12.8,！ぼたもち！,-44.1
4位,33,2024-02-10 23:51:00,http://tenhou.net/0/?log=2024021100gm-00a9-0000-fb9bedf3,九紋龍史進,47.0,makit123,7.7,牌流状態麻雀,-17.6,！ぼたもち！,-37.1
4位,32,2024-02-13 19:49:00,http://tenhou.net/0/?log=2024021320gm-00a9-0000-d4159ce6,！ぼたもち！,51.1,yzhang,5.7,白藤杏子,-18.6,純全帯三色,-38.2
4位,20,2024-02-13 20:38:00,http://tenhou.net/0/?log=2024021321gm-00a9-0000-296ca821,そうたった,55.7,午後ゴリラ,2.7,！ぼたもち！,-19.2,yzhang,-39.2
4位,35,2024-02-13 23:12:00,http://tenhou.net/0/?log=2024021400gm-00a9-0000-1ee8f38a,mabui,53.7,saichanz,2.0,植野,-21.8,！ぼたもち！,-33.9
4位,20,2024-02-15 20:59:00,http://tenhou.net/0/?log=2024021521gm-00a9-0000-56bf99d5,【メタラー】,47.9,！ぼたもち！,16.9,たかってぃー,-13.2,アラサーだよ!!,-51.6
4位,29,2024-02-16 05:59:00,http://tenhou.net/0/?log=2024021606gm-00a9-0000-9a1e762e,！ぼたもち！,57.0,ハタモトヒロ,3.5,Nemo,-24.1,Gowo,-36.4
4位,39,2024-02-16 08:21:00,http://tenhou.net/0/?log=2024021609gm-00a9-0000-f0ac1d36,SilverDF,58.1,しょぼんｎ,8.3,！ぼたもち！,-24.2,kamee,-42.2
4位,41,2024-02-17 03:40:00,http://tenhou.net/0/?log=2024021704gm-00a9-0000-b7965d71,！ぼたもち！,66.6,水無月*響,1.0,ナカにし,-26.0,Navitas,-41.6
4位,26,2024-02-19 12:43:00,http://tenhou.net/0/?log=2024021913gm-00a9-0000-e310cf8c,こてる,52.7,イモタレ,10.6,bakura08,-23.4,！ぼたもち！,-39.9
4位,45,2024-02-20 21:49:00,http://tenhou.net/0/?log=2024022022gm-00a9-0000-1d9f3608,山形県鶴岡市,57.5,luna2345,10.4,なかのうえ,-24.9,！ぼたもち！,-43.0
4位,35,2024-02-21 21:20:00,http://tenhou.net/0/?log=2024022122gm-00a9-0000-578a22e6,シン太朗,47.0,！ぼたもち！,4.3,mato0603,-17.4,Aria,-33.9
4位,31,2024-02-22 19:26:00,http://tenhou.net/0/?log=2024022220gm-00a9-0000-5b6866df,kswrt,70.0,たかはしぃぃぃ,7.6,えすたまる,-25.0,！ぼたもち！,-52.6
4位,43,2024-02-28 22:51:00,http://tenhou.net/0/?log=2024022823gm-00a9-0000-22fc1433,たかはしぃぃぃ,56.3,！ぼたもち！,2.2,AcunaJr,-23.2,Halfs,-35.3
4位,26,2024-02-29 12:17:00,http://tenhou.net/0/?log=2024022913gm-00a9-0000-c8daaac0,愚兄が愚形,57.4,！ぼたもち！,19.4,渡天藍,-32.9,デラコッコ,-43.9
4位,35,2024-02-29 13:00:00,http://tenhou.net/0/?log=2024022914gm-00a9-0000-263c3f2c,10文字,47.9,！ぼたもち！,3.2,katerina,-19.7,たがやす,-31.4
4位,31,2024-02-29 14:22:00,http://tenhou.net/0/?log=2024022915gm-00a9-0000-48cb93ce,！ぼたもち！,58.4,azusa_mj,5.1,松屋おじさん,-19.4,とろろそば,-44.1
4位,26,2024-03-02 06:21:00,http://tenhou.net/0/?log=2024030207gm-00a9-0000-f7737bc7,！ぼたもち！,54.2,ふか,5.1,大空スバル☆,-15.8,むーんあいず,-43.5
4位,21,2024-03-04 02:45:00,http://tenhou.net/0/?log=2024030403gm-00a9-0000-e015d2d0,プレスプ,43.6,Pbotking,11.5,！ぼたもち！,-14.8,辛口カレーライス,-40.3
4位,24,2024-03-04 03:18:00,http://tenhou.net/0/?log=2024030404gm-00a9-0000-efb892f7,九紋龍史進,60.5,！ぼたもち！,18.2,高天の歌,-27.8,イモタレ,-50.9
4位,37,2024-03-04 21:01:00,http://tenhou.net/0/?log=2024030422gm-00a9-0000-0467ecc1,ダフトパンツ,69.7,CelesTe,4.6,！ぼたもち！,-28.6,運がない人,-45.7
4位,29,2024-03-06 17:45:00,http://tenhou.net/0/?log=2024030618gm-00a9-0000-6aa99a0b,アンさん,58.6,！ぼたもち！,16.9,ALPERIN,-23.0,ikamofu@,-52.5
4位,18,2024-03-07 20:53:00,http://tenhou.net/0/?log=2024030721gm-00a9-0000-956b2f99,たくじろう,70.4,！ぼたもち！,8.1,ベタシャー,-28.4,喜相逢,-50.1
4位,24,2024-03-07 21:11:00,http://tenhou.net/0/?log=2024030722gm-00a9-0000-fe81d610,！ぼたもち！,59.2,標,18.6,喜相逢,-20.5,MATYUI☆,-57.3
4位,19,2024-03-09 06:40:00,http://tenhou.net/0/?log=2024030907gm-00a9-0000-0c8f0dbd,zhouyi,43.7,！ぼたもち！,4.8,せどなりあん,-17.8,らいあんじゃん,-30.7
4位,25,2024-03-09 06:59:00,http://tenhou.net/0/?log=2024030907gm-00a9-0000-fbb7c67b,せどなりあん,48.6,！ぼたもち！,16.4,凍魚凍魚,-25.1,らいあんじゃん,-39.9
4位,25,2024-03-09 07:25:00,http://tenhou.net/0/?log=2024030908gm-00a9-0000-31e3cc95,！ぼたもち！,51.9,④センチ,11.1,せどなりあん,-12.7,hisato棒,-50.3
4位,27,2024-03-09 08:15:00,http://tenhou.net/0/?log=2024030909gm-00a9-0000-78c747ac,！ぼたもち！,45.8,グリン,15.2,あおまめ,-20.1,ふろん,-40.9
4位,16,2024-03-09 19:07:00,http://tenhou.net/0/?log=2024030920gm-00a9-0000-afbd27c9,四六七,51.2,！ぼたもち！,10.4,seigen,-11.3,dannchi,-50.3
4位,25,2024-03-09 19:58:00,http://tenhou.net/0/?log=2024030920gm-00a9-0000-a0eda858,！ぼたもち！,43.4,あっき～♪,7.8,pelusa_,-18.5,運がない人,-32.7
4位,34,2024-03-09 20:32:00,http://tenhou.net/0/?log=2024030921gm-00a9-0000-ad9e8013,！ぼたもち！,55.2,山本惣一朗,21.7,大坂屋,-32.7,サワンコフ,-44.2
4位,19,2024-03-14 19:11:00,http://tenhou.net/0/?log=2024031420gm-00a9-0000-497b5d38,ノオチャベス,53.0,しらすＡ,17.0,ラブレー,-26.5,！ぼたもち！,-43.5
4位,33,2024-03-15 08:03:00,http://tenhou.net/0/?log=2024031509gm-00a9-0000-bbb9390d,Abesenal,42.3,！ぼたもち！,11.3,yzhang,-20.4,shiokara,-33.2
4位,43,2024-03-15 09:52:00,http://tenhou.net/0/?log=2024031510gm-00a9-0000-8931803c,からくり,43.2,！ぼたもち！,9.8,本田透,-16.9,侍,-36.1
4位,26,2024-03-17 23:25:00,http://tenhou.net/0/?log=2024031800gm-00a9-0000-d252acac,九紋龍史進,54.0,遠近陰晴皆入心,12.8,ヨー・マイカ,-22.7,！ぼたもち！,-44.1
4位,20,2024-03-18 19:46:00,http://tenhou.net/0/?log=2024031820gm-00a9-0000-bfe8f72a,しらすＡ,49.1,虚淵玄,3.7,！ぼたもち！,-16.9,河嶋KK,-35.9
4位,44,2024-03-18 20:51:00,http://tenhou.net/0/?log=2024031821gm-00a9-0000-3e4e8367,Larrk,56.5,赤座あかりEX,17.9,かなた,-20.4,！ぼたもち！,-54.0
4位,28,2024-03-19 20:28:00,http://tenhou.net/0/?log=2024031921gm-00a9-0000-3e37fb60,房州sun,44.0,bsd_3,11.3,椛南,-20.2,！ぼたもち！,-35.1
4位,18,2024-03-21 12:46:00,http://tenhou.net/0/?log=2024032113gm-00a9-0000-63f19c6d,ミゲール改,48.3,ハンドラー・ワン,8.4,勝ち確リーチ,-23.0,！ぼたもち！,-33.7
4位,33,2024-03-21 13:05:00,http://tenhou.net/0/?log=2024032114gm-00a9-0000-6b1618c9,XIAOMEI,59.9,野々宮藍,9.4,！ぼたもち！,-21.7,標,-47.6
4位,27,2024-03-24 23:36:00,http://tenhou.net/0/?log=2024032500gm-00a9-0000-6d7526b8,rebeer,40.4,王禄,10.1,！ぼたもち！,-14.6,赤毛のキョン,-35.9
4位,25,2024-03-25 13:28:00,http://tenhou.net/0/?log=2024032514gm-00a9-0000-fd45d1dd,ルカルト,46.8,！ぼたもち！,6.3,標,-15.0,こず,-38.1
4位,16,2024-03-26 17:14:00,http://tenhou.net/0/?log=2024032618gm-00a9-0000-b27a2f7b,まえた,56.6,マスタービール,14.5,生徒会【序】,-12.6,！ぼたもち！,-58.5
4位,18,2024-03-30 20:50:00,http://tenhou.net/0/?log=2024033021gm-00a9-0000-1c3c5b4b,！ぼたもち！,48.4,圧倒的ポン,13.6,tori0612,-10.9,あはも,-51.1
4位,39,2024-03-31 09:46:00,http://tenhou.net/0/?log=2024033110gm-00a9-0000-d1d8cd1e,木原豪一,52.4,にしかた,8.4,◎よし◎,-18.7,！ぼたもち！,-42.1
4位,35,2024-03-31 20:42:00,http://tenhou.net/0/?log=2024033121gm-00a9-0000-b7df240c,ゼンツマシーン,47.3,ほーりー,2.4,二階堂真紅ちゃん,-18.0,！ぼたもち！,-31.7
4位,21,2024-04-01 18:46:00,http://tenhou.net/0/?log=2024040119gm-00a9-0000-23933e48,！ぼたもち！,44.1,椛南,9.4,どんたゃん,-19.7,okbokb,-33.8
4位,42,2024-04-02 18:17:00,http://tenhou.net/0/?log=2024040219gm-00a9-0000-82feda76,！ぼたもち！,46.2,1ta,13.3,右脳詰め,-17.2,正直プーさん,-42.3
4位,27,2024-04-06 18:49:00,http://tenhou.net/0/?log=2024040619gm-00a9-0000-c9d7a62e,！ぼたもち！,48.4,天空の技,9.8,七草香澄,-23.7,†白兎†,-34.5
4位,25,2024-04-08 18:56:00,http://tenhou.net/0/?log=2024040819gm-00a9-0000-b454bc70,国王,45.7,たま子,10.3,真龍兄貴,-19.6,！ぼたもち！,-36.4
4位,35,2024-04-09 20:57:00,http://tenhou.net/0/?log=2024040921gm-00a9-0000-85d690c3,Solid,54.6,カルピスサワー,6.0,！ぼたもち！,-23.3,りょち,-37.3
4位,19,2024-04-17 19:10:00,http://tenhou.net/0/?log=2024041720gm-00a9-0000-26505a43,！ぼたもち！,55.1,kazz-k,21.1,風で鳴く,-23.9,otym24,-52.3
4位,20,2024-04-23 21:35:00,http://tenhou.net/0/?log=2024042322gm-00a9-0000-e066442c,遠近陰晴皆入心,57.8,隆神,4.4,！ぼたもち！,-17.4,赤座あかりEX,-44.8
4位,39,2024-05-02 21:35:00,http://tenhou.net/0/?log=2024050222gm-00a9-0000-b406b3c8,！ぼたもち！,54.9,1ta,8.8,hihihiji,-13.1,Aria,-50.6
4位,16,2024-05-03 09:35:00,http://tenhou.net/0/?log=2024050310gm-00a9-0000-8781e7fa,サフォークの町,56.1,！ぼたもち！,13.4,aoki,-19.0,rebeer,-50.5
4位,19,2024-05-03 09:53:00,http://tenhou.net/0/?log=2024050310gm-00a9-0000-718db8b8,rebeer,85.1,！ぼたもち！,-4.7,aoki,-30.3,COEDO緑,-50.1
4位,25,2024-05-05 22:18:00,http://tenhou.net/0/?log=2024050523gm-00a9-0000-5a0694c7,FLARE,69.7,伊織もえ,6.6,シルバたん,-29.7,！ぼたもち！,-46.6
4位,29,2024-06-09 10:40:00,http://tenhou.net/0/?log=2024060911gm-00a9-0000-75ec8fdd,ポンポコ商事,62.1,！ぼたもち！,-3.4,スウィートソウル,-23.8,香椎侑志,-34.9
4位,24,2024-06-10 19:23:00,http://tenhou.net/0/?log=2024061020gm-00a9-0000-b39219c2,luna2345,41.0,零番隊隊長,6.7,サワンコフ,-17.7,！ぼたもち！,-30.0
4位,,2024-06-13 19:59:00,,！ぼたもち！,37.0,バヤシコ,11.7,ameyan,-12.0,ぷーやん,-36.7
4位,27,2024-06-22 19:54:00,http://tenhou.net/0/?log=2024062220gm-00a9-0000-353c34a3,！ぼたもち！,56.1,しょぼんｎ,8.9,グリン,-13.6,Ryooooo,-51.4
4位,14,2024-06-23 12:57:00,http://tenhou.net/0/?log=2024062313gm-00a9-0000-9980eaa6,牌流状態麻雀,46.2,庄司健太朗,14.1,狗完了送☆,-9.6,！ぼたもち！,-50.7
4位,25,2024-06-23 13:13:00,http://tenhou.net/0/?log=2024062314gm-00a9-0000-2b846ee6,タマネギ,57.9,TeraP,17.0,狗完了送☆,-28.2,！ぼたもち！,-46.7
4位,38,2024-06-27 18:11:00,http://tenhou.net/0/?log=2024062719gm-00a9-0000-861a0550,！ぼたもち！,62.8,冰糖雪狸,21.0,しか茶,-27.8,サワンコフ,-56.0
4位,33,2024-06-29 19:11:00,http://tenhou.net/0/?log=2024062920gm-00a9-0000-58a94e58,プロボクサウナー,70.5,砕蜂,4.5,！ぼたもち！,-31.5,御影梅,-43.5
4位,34,2024-07-01 18:42:00,http://tenhou.net/0/?log=2024070119gm-00a9-0000-27f01d1e,！ぼたもち！,43.2,BACKSPIN,12.8,踊る肴,-11.6,うめぴ子,-44.4
4位,26,2024-07-02 19:12:00,http://tenhou.net/0/?log=2024070220gm-00a9-0000-78e7ed7c,sorukano,54.8,百野さん,13.2,！ぼたもち！,-14.3,国王,-53.7
4位,23,2024-07-03 19:02:00,http://tenhou.net/0/?log=2024070320gm-00a9-0000-4a9a8b36,うずめ改弐,48.1,！ぼたもち！,11.1,侍,-13.3,shaingol,-45.9
4位,31,2024-07-04 18:57:00,http://tenhou.net/0/?log=2024070419gm-00a9-0000-1a53bdc4,IPX177,54.8,doooowy1,12.5,のんびりくん,-27.5,！ぼたもち！,-39.8
4位,23,2024-07-05 16:54:00,http://tenhou.net/0/?log=2024070517gm-00a9-0000-8c9e61b3,yassan,59.9,！ぼたもち！,6.3,冷凍ギョーザ,-19.8,愚兄が愚形,-46.4
4位,33,2024-07-06 20:06:00,http://tenhou.net/0/?log=2024070621gm-00a9-0000-32b288e4,河童のワカマツ,62.1,プラメモ,2.0,椛南,-25.2,！ぼたもち！,-38.9
4位,37,2024-07-07 14:09:00,http://tenhou.net/0/?log=2024070715gm-00a9-0000-a8405383,シンプルなワキガ,51.1,御影梅,13.1,！ぼたもち！,-9.8,空気ケーキ,-54.4
4位,43,2024-07-08 19:38:00,http://tenhou.net/0/?log=2024070820gm-00a9-0000-1daeeea3,たま子,49.1,御影梅,4.2,Femirins,-17.5,！ぼたもち！,-35.8
4位,31,2024-07-08 22:49:00,http://tenhou.net/0/?log=2024070823gm-00a9-0000-ed2e5d8d,魔神†渋川東場†,45.2,悔いタン,13.0,！ぼたもち！,-21.0,沼袋亭野方,-37.2
4位,30,2024-07-09 12:36:00,http://tenhou.net/0/?log=2024070913gm-00a9-0000-c92ba0fa,！ぼたもち！,44.9,エウルア（原神）,13.8,ハマー,-22.6,平和nomi,-36.1
4位,24,2024-07-09 13:56:00,http://tenhou.net/0/?log=2024070914gm-00a9-0000-4503cea4,カルピスサワー,48.6,永遠の1年目,16.5,！ぼたもち！,-15.0,斷魂,-50.1
4位,12,2024-07-09 14:33:00,http://tenhou.net/0/?log=2024070915gm-00a9-0000-36e271cd,Caramel,50.8,河童のワカマツ,11.3,テツマキ,-9.1,！ぼたもち！,-53.0
4位,18,2024-07-09 15:07:00,http://tenhou.net/0/?log=2024070916gm-00a9-0000-06c7f822,！ぼたもち！,47.9,鳴茶,5.3,ラムマジ天使,-17.1,七ツ星ホクサイ,-36.1
4位,31,2024-07-09 15:31:00,http://tenhou.net/0/?log=2024070916gm-00a9-0000-547af80f,！ぼたもち！,47.7,ErwinRd,13.3,花青青,-8.3,スウィートソウル,-52.7
4位,28,2024-07-09 18:21:00,http://tenhou.net/0/?log=2024070919gm-00a9-0000-289a89a3,御影ゆずき,44.8,！ぼたもち！,7.5,花道桜木,-19.5,とびまこ,-32.8
4位,42,2024-07-10 18:44:00,http://tenhou.net/0/?log=2024071019gm-00a9-0000-61483d61,！ぼたもち！,49.1,三連発,7.4,うずめ改弐,-12.6,魔神†渋川東場†,-43.9
4位,34,2024-07-10 19:55:00,http://tenhou.net/0/?log=2024071020gm-00a9-0000-4807a0ce,！ぼたもち！,47.6,九紋龍史進,5.2,ロベルタさん＠,-16.6,牌流状態麻雀,-36.2
4位,38,2024-07-11 19:54:00,http://tenhou.net/0/?log=2024071120gm-00a9-0000-8c12c959,熊仔餅,58.7,ハズレ,8.3,！ぼたもち！,-25.5,茶辺湾後,-41.5
4位,32,2024-07-11 22:14:00,http://tenhou.net/0/?log=2024071123gm-00a9-0000-474f8348,mymeloXX,50.9,ごるはむ30,14.7,！ぼたもち！,-17.5,2013612,-48.1
4位,18,2024-07-12 22:58:00,http://tenhou.net/0/?log=2024071223gm-00a9-0000-4f03581c,！ぼたもち！,52.1,真一,2.8,nagaimo,-21.0,ふか,-33.9
4位,5,2024-07-13 21:10:00,http://tenhou.net/0/?log=2024071322gm-00a9-0000-36a8e2fa,！ぼたもち！,56.9,いーたん＠青葉,9.3,Aria,-16.1,しもんぬ,-50.1
4位,26,2024-07-13 21:19:00,http://tenhou.net/0/?log=2024071322gm-00a9-0000-c034129a,！ぼたもち！,42.2,【メタラー】,9.9,リツミサン,-16.6,ぽっけさん,-35.5
4位,18,2024-07-13 21:46:00,http://tenhou.net/0/?log=2024071322gm-00a9-0000-918d071d,沼袋亭野方,47.9,sorukano,4.3,つつみん,-16.9,！ぼたもち！,-35.3
4位,25,2024-07-14 08:11:00,http://tenhou.net/0/?log=2024071409gm-00a9-0000-8640d0e7,！ぼたもち！,46.5,御影梅,4.9,syamo,-18.1,lnai,-33.3
4位,36,2024-07-14 09:06:00,http://tenhou.net/0/?log=2024071410gm-00a9-0000-39d926f5,！ぼたもち！,51.2,せどなりあん,5.6,ルカルト,-14.7,zoo1964,-42.1
4位,30,2024-07-14 11:23:00,http://tenhou.net/0/?log=2024071412gm-00a9-0000-85e92f36,シンプルなワキガ,43.9,！ぼたもち！,12.7,cxytml,-18.1,syupon,-38.5
4位,35,2024-07-14 19:55:00,http://tenhou.net/0/?log=2024071420gm-00a9-0000-2bedc01a,！ぼたもち！,45.6,上頭呆,6.2,れすこ,-17.1,んだち,-34.7
4位,25,2024-07-14 21:33:00,http://tenhou.net/0/?log=2024071422gm-00a9-0000-e9bc6c0c,とびまこ,41.4,！ぼたもち！,8.3,房州sun,-17.0,haku07,-32.7
4位,29,2024-07-15 16:30:00,http://tenhou.net/0/?log=2024071517gm-00a9-0000-254f5678,皮々,64.7,魔神†渋川東場†,1.4,！ぼたもち！,-21.5,oym20NOV,-44.6
4位,23,2024-07-16 21:17:00,http://tenhou.net/0/?log=2024071622gm-00a9-0000-0b5467a0,俺TUEEEEE,51.0,！ぼたもち！,14.9,うけながしません,-14.2,tsuki1,-51.7
4位,19,2024-07-16 21:41:00,http://tenhou.net/0/?log=2024071622gm-00a9-0000-e1afa6d4,MATYUI☆,74.7,米ぼうやくん,5.3,ハズレ,-29.0,！ぼたもち！,-51.0
4位,35,2024-07-16 22:07:00,http://tenhou.net/0/?log=2024071623gm-00a9-0000-6f4c7c9a,向井秀徳,40.9,SilverDF,9.0,！ぼたもち！,-15.9,無人島研究会,-34.0
4位,44,2024-07-17 19:45:00,http://tenhou.net/0/?log=2024071720gm-00a9-0000-a61b5bff,大宮の戌,43.2,Nemo,10.7,養分丸,-15.2,！ぼたもち！,-38.7
4位,2,2024-07-17 22:35:00,http://tenhou.net/0/?log=2024071723gm-00a9-0000-a8ba3b7a,！ぼたもち！,58.0,純潔ピラニア,14.7,兩儀丶式,-15.0,たか141,-57.7
4位,25,2024-07-17 22:39:00,http://tenhou.net/0/?log=2024071723gm-00a9-0000-56816687,綾波レイ、,51.6,たか141,9.8,xenon,-25.1,！ぼたもち！,-36.3
4位,24,2024-07-18 17:11:00,http://tenhou.net/0/?log=2024071818gm-00a9-0000-6549cc1b,九紋龍史進,54.7,ninjah,1.0,chxff,-21.3,！ぼたもち！,-34.4
4位,34,2024-07-18 22:25:00,http://tenhou.net/0/?log=2024071823gm-00a9-0000-69dbffdc,！ぼたもち！,40.5,アラサーだよ!!,8.2,xxbmm,-15.1,MATYUI☆,-33.6
4位,25,2024-07-19 21:59:00,http://tenhou.net/0/?log=2024071922gm-00a9-0000-4e43d17c,Charo.,49.0,！ぼたもち！,5.4,馬馬馬馬馬,-21.6,のなめーん,-32.8
4位,15,2024-07-20 21:32:00,http://tenhou.net/0/?log=2024072022gm-00a9-0000-2348842f,ラムマジ天使,66.2,サフォークの町,9.4,！ぼたもち！,-14.8,NIKUYA,-60.8
4位,28,2024-07-20 23:13:00,http://tenhou.net/0/?log=2024072100gm-00a9-0000-316f6780,！ぼたもち！,63.4,桃ノ助,-0.6,ルタスケ,-25.2,夏なのに,-37.6
4位,23,2024-07-21 11:15:00,http://tenhou.net/0/?log=2024072112gm-00a9-0000-304a728d,遠垣外,59.3,さくよこちゃん,5.9,carlosn,-25.1,！ぼたもち！,-40.1
4位,34,2024-07-21 13:36:00,http://tenhou.net/0/?log=2024072114gm-00a9-0000-2e873bac,エネル,68.9,！ぼたもち！,16.3,ふみKUN,-33.2,MockGod,-52.0
4位,16,2024-07-21 16:09:00,http://tenhou.net/0/?log=2024072117gm-00a9-0000-0cd181bd,【メタラー】,56.8,アリアンロード,23.0,！ぼたもち！,-26.1,百野さん,-53.7
4位,22,2024-07-21 20:51:00,http://tenhou.net/0/?log=2024072121gm-00a9-0000-afe23831,hayato☆,57.5,！ぼたもち！,17.3,CelesTe,-23.7,純潔ピラニア,-51.1
4位,34,2024-07-22 22:48:00,http://tenhou.net/0/?log=2024072223gm-00a9-0000-65a0bb4d,！ぼたもち！,42.6,真一,6.2,みかん＠わかめて,-15.5,愛内里菜,-33.3
4位,29,2024-07-24 01:41:00,http://tenhou.net/0/?log=2024072402gm-00a9-0000-c4f46419,Galaxy,53.2,はじまり華、,9.3,JKしろまる,-18.0,！ぼたもち！,-44.5
4位,28,2024-07-24 17:35:00,http://tenhou.net/0/?log=2024072418gm-00a9-0000-25d90806,ふか,53.8,！ぼたもち！,6.3,はげしくウツ,-17.1,越後の鬼神R,-43.0
4位,29,2024-07-25 20:43:00,http://tenhou.net/0/?log=2024072521gm-00a9-0000-00e324c6,山本惣一朗,42.1,！ぼたもち！,5.5,あすにゃむ,-17.3,ブービー,-30.3
4位,24,2024-07-26 20:01:00,http://tenhou.net/0/?log=2024072621gm-00a9-0000-08ee7d9f,コキンちゃん,50.2,御影梅,8.5,！ぼたもち！,-22.3,立即是空,-36.4
4位,35,2024-07-26 20:34:00,http://tenhou.net/0/?log=2024072621gm-00a9-0000-2a669355,りたとん2,45.1,！ぼたもち！,4.9,hisato棒,-15.2,七色のリーチ,-34.8
4位,16,2024-07-27 00:14:00,http://tenhou.net/0/?log=2024072701gm-00a9-0000-f33ee5a7,からくり,56.4,恋のうた,14.1,生体の構造1,-22.4,！ぼたもち！,-48.1
4位,27,2024-07-27 23:10:00,http://tenhou.net/0/?log=2024072800gm-00a9-0000-28fb262b,！ぼたもち！,44.0,dcsyhi,11.9,1235785,-17.5,二階堂真紅ちゃん,-38.4
4位,24,2024-07-28 09:10:00,http://tenhou.net/0/?log=2024072810gm-00a9-0000-bf88e0ee,谷風天音,44.2,ほーりー,11.6,！ぼたもち！,-16.0,tamitami,-39.8
4位,28,2024-07-28 20:20:00,http://tenhou.net/0/?log=2024072821gm-00a9-0000-35d8f72e,！ぼたもち！,41.4,Dali,10.8,yyz,-13.6,bue,-38.6
4位,21,2024-07-29 19:50:00,http://tenhou.net/0/?log=2024072920gm-00a9-0000-1e56e239,xenon,47.9,ちぇけ,15.0,！ぼたもち！,-11.3,syupon,-51.6
4位,24,2024-07-30 18:02:00,http://tenhou.net/0/?log=2024073019gm-00a9-0000-06ab2e5b,むーんあいず,48.7,applePie,11.6,！ぼたもち！,-12.1,アジーン,-48.2
4位,26,2024-07-31 19:31:00,http://tenhou.net/0/?log=2024073120gm-00a9-0000-14628873,deb,52.8,！ぼたもち！,13.3,ベタシャー,-15.3,でんつう,-50.8
